business_id,name,address,city,state,restaurant_rating,review_count,categories
AM0GxFsIzhwVNT8N5mEO-g,"""Chocolates & Creams""","""207 Queens Quay W""",Toronto,ON,4.0,3,Specialty Food;Food;Ice Cream & Frozen Yogurt;Chocolatiers & Shops
2L4rNP5kjRXCxxspYPRTdA,"""Fabulous Bar & Cafe""","""635 Bay St""",Toronto,ON,3.0,7,Dive Bars;Bars;Nightlife
mU4mvQSf81nLuxW1IC_mAA,"""Ali's Tandoori Curry House""","""2306 Queen Street E""",Toronto,ON,4.0,10,Pakistani;Indian;Middle Eastern;Restaurants
ZB4LQXF_O6WWbyGBVSw34Q,"""Terri O's Sports Bar & Grill""","""185 Danforth Ave""",Toronto,ON,2.5,3,Bars;Nightlife;Sports Bars
CtXGSacf8PSx-meVInTBUw,"""Pizza Pizza""","""655 Queen Street W""",Toronto,ON,3.0,4,Pizza;Restaurants
HbX-cHGlpp9N7IBIbLqr8A,"""Fresh To Go""","""439 University Avenue""",Toronto,ON,3.5,7,Canadian (New);Food;Restaurants
LMyeQgw0qO91iCnkltDI4A,"""teashop 168""","""316 College""",Toronto,ON,3.5,5,Cafes;Taiwanese;Food;Restaurants;Coffee & Tea
HVkHt7Pk8G9958j61B9tPg,"""Noodle Bar""","""3250 Midland Avenue""",Toronto,ON,2.5,11,Noodles;Restaurants
yaGbqAboFEo-ThynBkd-eQ,"""Pizza Pizza""","""109 Front Street E""",Toronto,ON,1.5,6,Italian;Chicken Wings;Restaurants;Pizza
ZPm0sW2v9sjbwzhm-_ssnQ,"""Starbucks""","""2451 Yonge St""",Toronto,ON,2.5,7,Cafes;Coffee & Tea;Restaurants;Food
pVntIctjRuspaO_ULf5zOA,"""Spacco Restaurant and Bar""","""2415 Yonge Street""",Toronto,ON,2.5,79,Bars;Pool Halls;Mediterranean;Restaurants;Italian;Nightlife
KVUOj74lBgogrdKcNQH_zQ,"""King Palace""","""820 Church Street""",Toronto,ON,3.0,98,Indian;Restaurants;Pakistani
Yjh34Vnh2iAomURQoCjHhg,"""Hazel's Diner""","""936 Eglinton Avenue W""",Toronto,ON,3.5,13,Diners;Restaurants;Breakfast & Brunch
D9Uf7UmU2KlgS_H8lJwOrA,"""Bolet's Burrito""","""134 Lower Sherbourne""",Toronto,ON,4.0,83,Food;Restaurants;Mexican
YjyQlqHoB3Q9ysJGXiJuLA,"""BATL - The Backyard Axe Throwing League""","""33 Villiers Street""",Toronto,ON,4.5,31,Recreation Centers;Event Planning & Services;Active Life;Arts & Entertainment;Sports Clubs;Archery;Nightlife;Party & Event Planning;Amateur Sports Teams
K6MBwTYeuLH0VsTVCLVgxg,"""MEXITACO""","""1109 Victoria Park Avenue""",Toronto,ON,4.0,45,Nightlife;Cocktail Bars;Restaurants;Bars;Latin American;Mexican
G2unb0jq9lTutaVS9r1Jyw,"""Cafeteria Playa Cabana""","""974 College Street W""",Toronto,ON,3.5,21,Wine Bars;Food;Nightlife;Mexican;Latin American;Desserts;Bars;Restaurants
dtLyzOlGOVknmPkmrcEInQ,"""Rockwood Nightclub""","""31 Mercer Street""",Toronto,ON,3.0,11,Nightlife;Bars;Lounges;Dance Clubs
aXIJx_kxbmxUioM7Kcokow,"""St. Louis Bar & Grill""","""1963 Queen St East, Unit 11""",Toronto,ON,2.0,20,American (New);Nightlife;Sports Bars;Restaurants;American (Traditional);Chicken Wings;Bars;Canadian (New);Pubs
cJkKGQ-QYcFicvLHfe5q3w,"""Rockpile-West""","""5555 Dundas St W""",Toronto,ON,3.5,16,Dance Clubs;Bars;Nightlife
Et9tn7nEpEs043pQVa2HZg,"""Flip Toss & Thai Kitchen""","""141 Harbord St""",Toronto,ON,3.5,47,Restaurants;Thai
Q3nButmAU4F-v55S5I3vEw,"""Sliders""","""704 The Queensway""",Toronto,ON,4.0,48,Restaurants;Burgers
GpaZ8XqpAbbe5iY0Yz_0XA,"""La Bamboche""","""1712 Avenue Road""",Toronto,ON,4.0,28,Bakeries;Food
fGurvC5BdOfd5MIuLUQYVA,"""Dumpling House Restaurant""","""328 Spadina Avenue""",Toronto,ON,3.5,459,Chinese;Restaurants
3MmNFU-6po5M4hKRnQZusw,"""Invictus""","""1331 St Clair Avenue W""",Toronto,ON,1.5,5,Sandwiches;Brazilian;Pizza;Portuguese;Restaurants;Italian
Gc8xWVpbUlBYHAoOT9MTyQ,"""La Cubana""","""92 Ossington Avenue""",Toronto,ON,4.0,135,Food;Desserts;Cuban;Sandwiches;Restaurants
sXKDj1yjfWkwhx5AxrgdBw,"""Yummy Zone""","""895 Bay Street""",Toronto,ON,3.5,15,Chinese;Restaurants;Food;Taiwanese
IzwOOLiR1r7YnAK1WR-vDw,"""Beijing Restaurant""","""3278 Midland Avenue""",Toronto,ON,3.5,6,Restaurants;Chinese
9rdkkaK68TpTt0TQC5w7Qw,"""Wallace Espresso""","""1642 Dupont Street""",Toronto,ON,3.5,5,Food;Cafes;Restaurants;Coffee & Tea
vfKSsF8kj34NW3tj2Qf2Lw,"""Rosen's Cinnamon Buns""","""825 College Street""",Toronto,ON,3.5,19,Food;Patisserie/Cake Shop;Bakeries;Desserts
RJx_V39W3KGO1ORr99NCBw,"""Mr Roc's Crawfish""","""416 Spadina Avenue""",Toronto,ON,2.5,10,Asian Fusion;Restaurants;Szechuan;Chinese;Seafood
Va0hedZQH9aoMDxuDCZ2qg,"""Wing Machine""","""2526 Jane Street""",Toronto,ON,2.5,3,Food Delivery Services;Food
jpOLEg5CrGrLNn5pMhWzmg,"""Spice Route Asian Bistro + Bar""","""499 King Street W""",Toronto,ON,2.5,228,Nightlife;Asian Fusion;Bars;Restaurants
orrhJxM6V1USwccG7MlxmA,"""Light Cafe""","""23 Baldwin Street, Ground Unit""",Toronto,ON,3.5,125,Cafes;Restaurants
Zm4nHpJgnsq6fa7CkMQf4Q,"""McDonald's""","""1966 Eglinton Avenue E""",Toronto,ON,2.5,14,Fast Food;Burgers;Restaurants
9xdVIIzHp12Zrox5aFaaHA,"""Pizzeria Defina""","""321 Roncesvalles Ave""",Toronto,ON,4.0,98,Pizza;Italian;Restaurants
YEg3lD1c5Dcpl-nzWvFYjQ,"""Chino Locos""","""368 Broadview Avenue""",Toronto,ON,3.0,34,Restaurants;Food;Mexican
-9zPSrzbZ81FismxDSGLtA,"""Goddard's Souvenir Express""","""Skywalk Atrium (By the UP Express), 7 Station Street, 2nd Floor""",Toronto,ON,5.0,4,Cards & Stationery;Arts & Crafts;Jewelry;Gift Shops;Fashion;Specialty Food;Accessories;Outlet Stores;Event Planning & Services;Food;Flowers & Gifts;Shopping
14m4FbWr2BIgrbSdPBKG8Q,"""Debu's Indian Cuisine""","""291 Augusta Ave""",Toronto,ON,3.5,6,Indian;Restaurants
_niSQeYPBawz3rubX7UxPQ,"""Kitch""","""229 Geary Avenue""",Toronto,ON,3.0,32,Restaurants;Canadian (New);Nightlife;Bars
VMfEWlSwDt9fhwNN868NNA,"""Pray Tell""","""838 College Street""",Toronto,ON,4.5,35,Tapas Bars;Cocktail Bars;Restaurants;Nightlife;Tapas/Small Plates;Bars;Breakfast & Brunch
3JJWG-Eyj-czxaXaE7LVaA,"""W Burger Bar""","""682 Caledonia Road""",Toronto,ON,3.5,32,Burgers;Restaurants;Food;Beer;Wine & Spirits;Nightlife;Bars
JQ5If23aqFhV6uuMRwFlwA,"""Coco Rice Thai Cuisine""","""669 King Street W""",Toronto,ON,3.5,91,Vegan;Restaurants;Thai
lTAkpHvhy7Z3mBjFODbXpA,"""Tutti Frutti""","""7 King St E""",Toronto,ON,3.5,3,Restaurants;Breakfast & Brunch
-UPP0Q_kZsuQ2zZ1k7lbyQ,"""Tasty Delight Fusion Cuisine""","""149 Ravel Road, Unit B""",Toronto,ON,3.0,30,Asian Fusion;Chinese;Restaurants
1KP5pShdlC7dqyQbxtP3Zw,"""Oakwood Espresso""","""342-B Oakwood Avenue""",Toronto,ON,5.0,20,Food;Coffee & Tea
AsPW2a72MNVuV8LTDDNyDQ,"""Maezo""","""67 Richmond Street W""",Toronto,ON,3.5,35,Halal;International;Canadian (New);Asian Fusion;Nightlife;Indian;Restaurants;Cocktail Bars;Bars
StSCYcx3VhHnm4k9lxn9Kw,"""Lakay Caribbean Restaurant""","""613 Kennedy Road""",Toronto,ON,2.5,3,Caribbean;Restaurants
y166Ve7c7y2EnnePytr71Q,"""1915 Lan Zhou Ramen""","""185 Dundas Street W""",Toronto,ON,3.5,57,Restaurants;Japanese;Chinese;Noodles;Ramen
e_bfaGgOPfRSpkExyJ1-mg,"""Bulk Barn""","""Shoppers World Danforth, 3003 Danforth Ave""",Toronto,ON,4.5,3,Grocery;Food;Specialty Food;Discount Store;Shopping
VPy6caA99Yh32k8ED6WaCw,"""Sliced""","""650 Bay Street""",Toronto,ON,3.5,18,Sandwiches;Restaurants
w4k-mDGUhNyJSCMK09VzdA,"""The Smiling Buddha""","""961 College Street""",Toronto,ON,3.5,13,Jazz & Blues;Comedy Clubs;Music Venues;Bars;Nightlife;Arts & Entertainment;Dive Bars
CMNt_p4OsgksDuBk6FmStg,"""Papabubble""","""3360 Yonge Street""",Toronto,ON,4.5,3,Flowers & Gifts;Candy Stores;Food;Shopping;Specialty Food
CY3N_T_35gqOXkwQbSeSTA,"""Hong Fatt B-B-Q""","""443 Dundas Street W""",Toronto,ON,3.5,28,Restaurants;Chinese;Barbeque
DPGd-Nw9bzC-heOfCCe1rw,"""Zito's Marketplace""","""210 Marlee Avenue""",Toronto,ON,3.5,5,Food;Caterers;Grocery;Event Planning & Services
Z_To-BdS4fxQfSOag0-CPw,"""Sindebad Restaurant""","""339 College street""",Toronto,ON,2.5,7,Arabian;Middle Eastern;Halal;Salad;Restaurants
wZS1xd9rOGiIkBVtFwfgQQ,"""Via Norte Restaurant""","""938 College Street""",Toronto,ON,3.5,6,Portuguese;Canadian (New);Restaurants;Mediterranean
mhYqhFq1W2YF02up_fL_wA,"""Aroma Espresso Bar""","""2300 Yonge Street, Unit UC1""",Toronto,ON,3.5,66,Food;Restaurants;Breakfast & Brunch;Coffee & Tea;Sandwiches
_Y_f6WKaNyuaYa1IzEAh5A,"""Haute Coffee""","""153 Dupont Street""",Toronto,ON,4.5,16,Nightlife;Breakfast & Brunch;Bagels;Food;Coffee & Tea;Bars;Sandwiches;Wine Bars;Restaurants
cccT1HYSn1e4gDbMx9xebA,"""Fit For Life""","""50 Eglinton Ave E""",Toronto,ON,4.5,32,Restaurants;Sandwiches;Delis
tmxFZfbJO0ZF7oYm2B3VMg,"""Cha Me Cha""","""5369 Yonge Street""",Toronto,ON,2.5,16,Tea Rooms;Food;Coffee & Tea;Restaurants;Taiwanese
a911y0BuV1rjHXkXlFm3Ig,"""EAT BKK Thai Kitchen""","""4704 Yonge Street""",Toronto,ON,4.0,155,Food Delivery Services;Food;Restaurants;Thai;Noodles;Asian Fusion
GzFwOScz1yTkoQWxlxI2hw,"""Time Square Fish Chips Sport Bar""","""140 The Esplanade""",Toronto,ON,4.0,4,Fish & Chips;Restaurants;Nightlife;Sports Bars;Bars
7XvRoTxCn43pa567t6YMAQ,"""New York Fried Chicken""","""1 York Gate Blvd""",Toronto,ON,1.5,3,Fast Food;Restaurants
0QjROMVW9ACKjhSEfHqNCQ,"""Mi Mi Restaurant""","""688 Gerrard Street E""",Toronto,ON,4.0,97,Vietnamese;Restaurants
UvddiOxKjefSvLF0Xp2TDg,"""Sandwich Box""","""1200 Bay Street""",Toronto,ON,3.5,34,Restaurants;Sandwiches
7i0h6EMWLMp2GHHrv8u2eQ,"""Lick's Homeburgers & Ice Cream""","""720 Spadina Avenue""",Toronto,ON,3.5,17,Burgers;Restaurants;Hot Dogs
hDmaa25ziKI-3bBcUF3A4g,"""The Antler Room""","""146 Front Street West""",Toronto,ON,3.0,9,Restaurants;Music Venues;Sports Bars;Arts & Entertainment;Bars;Nightlife
VJuNA1mqEvjXUCB5rO3rvw,"""Aren't We Sweet""","""St. Lawrence Market, 95 Front Street East""",Toronto,ON,3.5,5,Bakeries;Specialty Food;Chocolatiers & Shops;Desserts;Food
TrBwrc6P_W_XTsphbvuk9g,"""Starbucks""","""1417 Danforth  Avenue""",Toronto,ON,3.5,7,Breakfast & Brunch;Food;Cafes;Coffee & Tea;Restaurants
ad7lp1JL-gC4d4zDXXNgjg,"""Nawab Express On Avenue""","""1753 Avenue Road""",Toronto,ON,4.0,13,Restaurants;Food;Food Delivery Services;Indian
woXsHjEI-n5MF_dob1CMcA,"""Casa Sushi""","""469 Danforth Avenue""",Toronto,ON,3.5,44,Restaurants;Sushi Bars;Food
-hAFDLTPzrPA8zVqD9-Agg,"""Mushkaki's""","""145 Rexdale Boulevard""",Toronto,ON,4.0,29,Restaurants;Seafood;African;Sandwiches;Burgers
PLuu4gzTZJYT86d2U40nYQ,"""Starbucks""","""300 Borough Dr, Unit 56""",Toronto,ON,2.5,14,Coffee & Tea;Food
A-KVm7iKLOe1X1yAQP13FA,"""Udupi Palace""","""1460 Gerrard Street E""",Toronto,ON,3.5,151,Indian;Gluten-Free;Vegetarian;Restaurants
3MGBjyl6zMdIx5idpgDciQ,"""TenRen Tea""","""5095 Yonge Street, Unit A2""",Toronto,ON,2.0,3,Food;Taiwanese;Tea Rooms;Coffee & Tea;Restaurants
tlSnPGiM8G6whUxjc_O_4A,"""Wok Stop""","""271A Morningside Ave""",Toronto,ON,3.0,7,Chinese;Restaurants
4eqq8XF5H8E9-Q2X2KVbbw,"""Marshmallow Factory""","""709 Danforth Avenue""",Toronto,ON,2.0,3,Desserts;Restaurants;Food;Candy Stores;Cafes;Specialty Food
AVwE6GQmlCTAjaDbli4IKg,"""Iruka Sushi""","""550 Queens Quay W, Unit 11""",Toronto,ON,3.5,42,Sushi Bars;Japanese;Restaurants
j_hB9Gt3VMJAbA2JyvyFjw,"""Wish""","""3 Charles Street E""",Toronto,ON,3.0,190,Bars;Lounges;Nightlife;Breakfast & Brunch;Canadian (New);Restaurants
l7w26E2L1WQ_iD426tKcnQ,"""Oh My Lard""","""Market 707, 707 Dundas Street W""",Toronto,ON,4.0,3,Restaurants;Barbeque
YA7kPicnPFqd_gydw0SOjw,"""Presse Caf̩""","""875 Bay Street""",Toronto,ON,3.5,8,Coffee & Tea;Restaurants;Food;Cafes
NGgHn-Mu2mSOaXS9e2dtvA,"""Marble Slab Creamery""","""330 Yonge Street""",Toronto,ON,3.5,43,Food;Ice Cream & Frozen Yogurt
dXxDnS8KWtZMzi7UsWleYQ,"""Starbucks""","""585 University Ave""",Toronto,ON,3.5,7,Food;Coffee & Tea
2MAQEhosSmCKEMeeoDn3UQ,"""Vibrant Lifestyle""","""171 E Liberty St, Unit 141""",Toronto,ON,3.5,8,Naturopathic/Holistic;Doctors;Food;Specialty Food;Health Markets;Health & Medical
C4IhU9UpZfq9JjlLEo4B3A,"""Sofra Forest Hill""","""431 Spadina Road""",Toronto,ON,3.5,7,Caterers;Middle Eastern;Gluten-Free;Restaurants;Mediterranean;Event Planning & Services
NC-i4xLdgVAjnvL8YB4fuA,"""Yummy BBQ""","""522 Yonge St""",Toronto,ON,3.0,82,Barbeque;Korean;Restaurants
QMB3hmb_Yv6Vk-HLiM2cdA,"""The Veggie Thali""","""1410 Victoria Park Avenue, Unit 10""",Toronto,ON,4.5,36,Vegan;Vegetarian;Restaurants;Himalayan/Nepalese;Indian
rdn0vLw8Ln5_PBwRcE6BZw,"""Home Of Hot Taste""","""710 Yonge Street""",Toronto,ON,3.0,82,Korean;Restaurants
eVurjy0t-82KGUfPf2ViGQ,"""Domani Restaurant & Wine Bar""","""335 Roncesvalles Avenue""",Toronto,ON,3.5,13,Nightlife;American (New);Italian;Restaurants;Wine Bars;Bars
GLTLuTgZ8Pn5j4-aw2GCPQ,"""The Monk's Table""","""1276 Yonge Street""",Toronto,ON,4.0,57,British;Nightlife;Bars;Pubs;Restaurants
j-0QQUXuMuowlItX3ekBBQ,"""Wuhan Noodles 1950""","""4186 Finch Ave E""",Toronto,ON,3.0,6,Restaurants;Noodles;Chinese
BK0aj0VSZHu2-HQMrI8sEw,"""Karizma""","""5 Carlton Street""",Toronto,ON,4.0,3,Day Spas;Hair Salons;Restaurants;Beauty & Spas;Pizza
sXGU3gzvUT_QyL4Yl8T_GA,"""Purdys Chocolatier""","""2 Bloor Street E""",Toronto,ON,4.0,3,Chocolatiers & Shops;Specialty Food;Food
_MA98TVmvVIy-XdI0poc7w,"""Mom's Korean Food""","""612 Bloor Street W""",Toronto,ON,3.5,70,Restaurants;Korean
UpKfsn475Wnu4IWrHeuXkA,"""Paul's Boutique""","""69 Nassau Street""",Toronto,ON,2.5,3,Shopping;Musical Instruments & Teachers
V4226pZ4bN0mtEGeT7xkuQ,"""Mamaluv""","""18 Banigan Drive""",Toronto,ON,1.0,3,Food Delivery Services;Food
nv14hi82FfVR1a-LgMS_BQ,"""Chatime Scarborough""","""3250 Midland Avenue, Unit G107""",Toronto,ON,3.5,59,Tea Rooms;Coffee & Tea;Juice Bars & Smoothies;Food
t-9HDrJq9KqUdZRJ1CvGyw,"""Crave Healthy Habits""","""145 King Street W""",Toronto,ON,3.0,9,Vegetarian;Gluten-Free;Health Markets;Restaurants;Food;Specialty Food
MKviRVX2QxRgGS6juCEeYg,"""Fantasy Eatery""","""3320 Midland Avenue""",Toronto,ON,3.5,14,Restaurants;Chinese
etguV_MsaalPtAIy999gPQ,"""KOOYI Korean Grill""","""Kensington Market, 213 Augusta Avenue""",Toronto,ON,4.0,7,Barbeque;Restaurants;Korean;Tapas/Small Plates
-av1lZI1JDY_RZN2eTMnWg,"""Salad King Restaurant""","""340 Yonge Street""",Toronto,ON,3.5,808,Restaurants;Thai
HM5_OwVGW4YEHgyOf56IAQ,"""Green Earth Vegetarian Cuisine""","""385 Broadview Avenue""",Toronto,ON,4.0,49,Vegetarian;Restaurants;Vegan
6DWFVwgm3d9jfBUOkJuANQ,"""Enzo""","""646 Queen Street W""",Toronto,ON,4.0,15,Food;Italian;Pizza;Do-It-Yourself Food;Restaurants
UcUEUd7a-vnHk14HcVgpDg,"""Il Fornello Restaurant""","""207 Queens Quay W""",Toronto,ON,3.5,20,Restaurants;Italian
J7vdscHQEfpSTMiJb3i5ww,"""Ruby Thai""","""1 First Canadian Place, Mezzanine Level""",Toronto,ON,3.5,15,Thai;Restaurants
gjiAHOjw2hQPMkFiHlFVvg,"""Hey Noodles""","""478 Dundas Street West""",Toronto,ON,3.5,3,Chinese;Restaurants
T311gNM0HGVindTO9Wpb-g,"""Sushi & Thai Cuisine""","""2279 Bloor Street W""",Toronto,ON,3.0,38,Thai;Restaurants;Sushi Bars
sdl60K7ephAJnkXC5a5u6g,"""Elite Grande Restaurant & Banquet Hall""","""1126 Finch Avenue W""",Toronto,ON,4.5,9,Restaurants;Event Planning & Services;Venues & Event Spaces;Russian
ovnqQaQ8BsPgDoJ4nlYBUw,"""Bakerbots Baking""","""205 Delaware Avenue""",Toronto,ON,4.0,252,Desserts;Bakeries;Food;Ice Cream & Frozen Yogurt
t_jAboryT91beCyJa9qSlQ,"""Market 707""","""707 Dundas Street W""",Toronto,ON,3.5,3,Shopping Centers;Shopping;Tapas/Small Plates;Restaurants
wCEIvbgs9p7RYapa-34wIw,"""Bazille""","""3401 Dufferin Street, Unit 500""",Toronto,ON,4.0,18,Brasseries;Restaurants;French;Canadian (New);American (New)
snFLgArPIv9-QbZZcoJEoQ,"""Starbucks""","""250 Queen Street W""",Toronto,ON,2.5,16,Food;Coffee & Tea
XmgdFa3G_CZVfjtQEJMZfQ,"""Caplansky's Delicatessen""","""356 College Street""",Toronto,ON,3.5,411,Sandwiches;Caterers;Delis;Breakfast & Brunch;Restaurants;Event Planning & Services
c-fOJM0NzMx1ACV9PPZNhg,"""The Opera House Grill""","""737 Queen Street E""",Toronto,ON,4.0,10,Bars;Greek;Restaurants;Nightlife;Canadian (New)
WvZNFpqlxizKaL6K4IZ5tg,"""ChocoSol Traders""","""1131 St. Clair West""",Toronto,ON,5.0,15,Shopping;Wholesale Stores;Specialty Food;Food;Chocolatiers & Shops
jiebXm8vAI3xJPG7nj23HQ,"""Markaz Grill & Shisha Lounge""","""222 Richmond Street West""",Toronto,ON,3.0,10,Bars;Hookah Bars;Middle Eastern;Halal;Restaurants;Nightlife
y2x6IvrZvN8Jo-xmW5rw8A,"""Portico Restaurant & Lounge""","""15 Richmond Street E""",Toronto,ON,4.0,24,Restaurants;Canadian (New)
bdFFShNt7eAGGGAaKfG3NQ,"""Latte Mei""","""201 Dundas Street W""",Toronto,ON,4.0,15,Food;Coffee & Tea
bYpvggRwXGo633zikMOANw,"""Communist's Daughter""","""1149 Dundas Street W""",Toronto,ON,4.0,98,Nightlife;Bars
TFe1g7SvIUvukp3ybYZJOg,"""Phil's Espresso Bar""","""2861 Dundas St W""",Toronto,ON,2.0,3,Coffee & Tea;Internet Cafes;Food
Y6NKsfJkPwEx42OxQw_Ceg,"""Clocktower Bar""","""1210 Yonge Street""",Toronto,ON,4.0,11,Nightlife;Cocktail Bars;Bars
gSPALi3f3Ga01HGXHrhlUQ,"""The Depanneur""","""1033A College Street""",Toronto,ON,4.0,37,Food;Venues & Event Spaces;Specialty Schools;Cooking Schools;Breakfast & Brunch;Restaurants;Supper Clubs;Do-It-Yourself Food;Cafes;Education;Event Planning & Services
V3hRG0JLX5kVkmKpTykBVQ,"""Black Canary Espresso Bar""","""329 Yonge Street""",Toronto,ON,4.5,62,Food;Coffee & Tea
0rrxeGhMUXZdyVt16DdKHw,"""Sultan of Samosas""","""1 Oak St""",Toronto,ON,3.0,18,Restaurants;Indian
tuTAKHUm7ErDRZ2Yll8LzQ,"""Completo""","""5 Coady Avenue""",Toronto,ON,4.5,99,Food;Restaurants;Latin American;Fast Food;Comfort Food;Street Vendors
sMM4s3Mtq5U6zg20FQMQCA,"""Cr̬me Frąche Market Cafe""","""639 Annette Street""",Toronto,ON,4.0,6,Coffee & Tea;Cheese Shops;Farmers Market;Food;Specialty Food
VoMmj_PitGkL1yqDwtkR9A,"""Zaza Espresso Bar""","""800 Lawrence Avenue West""",Toronto,ON,5.0,6,Desserts;Bakeries;Coffee & Tea;Food
uthbVCNZqmExJTzhII9iNQ,"""Paramount Fine Foods""","""253 Yonge Street""",Toronto,ON,3.0,293,Middle Eastern;Restaurants
7d4_aSWLjzu9z778ac4g2g,"""Fish Soup Supreme""","""633 Silver Star Boulevard""",Toronto,ON,3.0,12,Chinese;Restaurants
JVK8szNDoy9MNiYSz_MiAA,"""Annvita English Tea Room""","""5437 Yonge Street""",Toronto,ON,3.0,64,Coffee & Tea;Food;Tea Rooms
WOsRtTQ0a2yPexo9cNcAYA,"""Le Pain Quotidien""","""508 Eglinton Ave W""",Toronto,ON,4.0,5,Food;Breakfast & Brunch;Restaurants;Bakeries
IspcgPcxFqSn1Sb5ll-7ug,"""A La Crepes""","""2761 Markham Road, Unit A5 & A6""",Toronto,ON,2.5,24,Sandwiches;Restaurants;Creperies;Breakfast & Brunch
8yc5EEe3dSYlRJYoiRwccA,"""Flour Studio""","""883 Eglinton Avenue W""",Toronto,ON,5.0,10,Bakeries;Florists;Flowers & Gifts;Gift Shops;Desserts;Shopping;Food
W5eXttXsAzvGlOTwAkeIkA,"""De Arts""","""300 Coxwell Avenue""",Toronto,ON,4.0,3,Health Markets;Photography Stores & Services;Specialty Food;Local Services;Shopping;Food;Shipping Centers
4V_dIB038vy53RHYgEvUcw,"""Metropolitan Resto Bar""","""20 Victoria Street""",Toronto,ON,3.5,15,Restaurants;Brasseries;Cocktail Bars;Nightlife;Italian;Bars
_k9XuYMkS3zwm87CCUjCoQ,"""Midland Court Restaurant""","""3380 Midland Avenue""",Toronto,ON,3.0,3,Restaurants;Chinese
hG7GPagUoqCHLowKzlR3kA,"""Domino's Pizza""","""1269 College St""",Toronto,ON,2.5,4,Event Planning & Services;Pizza;Restaurants;Caterers
QF4tRJ-ot7dYwebAsn0seg,"""Mengrai Thai""","""82 Ontario Street""",Toronto,ON,4.0,230,Shopping;Arts & Crafts;Caterers;Event Planning & Services;Restaurants;Thai;Cooking Classes
8FqfLM0Kv3Grr9l8bOAlCA,"""Athens Pastries""","""509 Danforth Avenue""",Toronto,ON,4.5,103,Food;Mediterranean;Bakeries;Greek;Restaurants
uQ7LZpcYRTcibzK1w9E5uQ,"""The Healthy Butcher""","""565 Queen Street W""",Toronto,ON,4.5,38,Meat Shops;Specialty Food;Butcher;Food
H7kqQYQsIRtAVbr70ptKnA,"""Sushi Momo""","""1865 Leslie Street""",Toronto,ON,4.0,9,Japanese;Restaurants
6VpnffnKD9w4JIMIfbG0hA,"""Caribbean Bistro""","""2439A Yonge Street""",Toronto,ON,3.5,47,Caribbean;Restaurants
YrnJeuFJIm-G6osP1hbgKQ,"""Pepper ring""","""171 East Liberty Street, Unit 153""",Toronto,ON,2.5,4,Dim Sum;Chinese;Vietnamese;Restaurants;Thai
J01oX1zLdkV5doNupaTaiQ,"""Bistro 422 Bar & Grill""","""422 College St""",Toronto,ON,3.0,29,Nightlife;Dive Bars;Bars
gqGnHza3_7Y53NzXEzDpzg,"""Tim Hortons""","""119  Spadina Avenue""",Toronto,ON,2.0,5,Coffee & Tea;Donuts;Food;Bagels
nuGj6GLF9k7FPwl40tmiJw,"""Edward's Garden Farmer's Market""","""Lawrence and Leslie""",Toronto,ON,3.0,4,Farmers Market;Food
qztZIyt2BMSKfX052OgKXQ,"""Against the Grain""","""25 Dockside Drive""",Toronto,ON,3.0,200,Restaurants;Canadian (New)
jaw8mJdGldQmnH0Y8Qi3Tw,"""Dundas West Fest""","""Dundas W""",Toronto,ON,3.5,3,Street Vendors;Local Flavor;Festivals;Arts & Entertainment;Food
Rd6Nk0rYburd6G21QUxa8Q,"""Li's Oriental Kitchen""","""5280 Dundas Street W""",Toronto,ON,3.5,9,Restaurants;Chinese
a-Mo7Ipu_c5y21mmg0-F7g,"""Agio""","""1351 St Clair Avenue W""",Toronto,ON,4.5,124,Food;Italian;Restaurants
ifRadEJatro2aQWaQH4kAw,"""Maggie's""","""400 College Street""",Toronto,ON,3.5,33,Restaurants;Breakfast & Brunch
a7mTbEi2N8Zd-r-8jlReww,"""Koryo Korean Barbeque""","""300 Borough Drive""",Toronto,ON,3.5,7,Korean;Barbeque;Japanese;Fast Food;Restaurants
eXjVIX28LJ9HyadaeahmJw,"""La Prep""","""1 Queen Street E""",Toronto,ON,3.0,5,Breakfast & Brunch;Sandwiches;Restaurants
wZnHVnrpwxYgX5MP5p_6qg,"""Sasaki Fine Pastry North York""","""112-10 Northtown Way""",Toronto,ON,4.5,26,Desserts;Food
wY3pB0uJCRk2Qvvvso8DjA,"""Malena Restaurant""","""120 Avenue Road""",Toronto,ON,4.0,6,Restaurants;Mediterranean
2Os3TUQq872wuNM07Rsmgw,"""Jack's No Frills""","""3555 Don Mills Rd""",Toronto,ON,2.5,9,Food;Grocery
rgG2k-8qHXuO4ZKhC1AmIA,"""La Sani Grill""","""2058 Ellesmere Road, Unit 3""",Toronto,ON,3.0,50,American (Traditional);Halal;Afghan;Pakistani;Indian;Restaurants
aE3xZDupKTiBVQiqahTLxQ,"""Moksha Restaurant""","""3022 Bathurst Street""",Toronto,ON,2.5,3,Restaurants;Indian
V_RCxGOkOI2sV9V25zTwrg,"""The Comrade""","""758 Queen Street E""",Toronto,ON,4.0,65,Lounges;Restaurants;Bars;Nightlife;Canadian (New)
avpF0bQMLX3sfSxrLtcc5Q,"""The Beaconsfield""","""1154 Queen St W""",Toronto,ON,3.5,59,Bars;Canadian (New);American (New);Restaurants;Nightlife;Pubs
qIbv9W83eceDWbb24-8Elg,"""Moliceiro Restaurant""","""217 Ossington Avenue""",Toronto,ON,4.5,15,Chicken Shop;Sandwiches;Restaurants;Portuguese
